Human;Hycamtin;"Ovarian Neoplasms;  Uterine Cervical Neoplasms;  Small Cell Lung Carcinoma";topotecan;topotecan;EMEA/H/C/000123;no;Authorised;L01CE01;no;no;no;no;no;no;no;12-11-1996;;Sandoz Pharmaceuticals d.d.;Antineoplastic agents;;17-07-1996;1-12-2023;39;Hycamtin capsules are indicated as monotherapy for the treatment of adult patients with relapsed small cell lung cancer (SCLC) for whom re-treatment with the first-line regimen is not considered appropriate.Topotecan is indicated for the treatment of patients with metastatic carcinoma of the ovary after failure of first-line or subsequent therapy.Hycamtin capsules are indicated as monotherapy for the treatment of adult patients with relapsed small cell lung cancer (SCLC) for whom re-treatment with the first-line regimen is not considered appropriate.;;;23-04-2018;4-12-2023;https://www.ema.europa.eu/en/medicines/human/EPAR/hycamtin
Human;Pylobactell;"Breath Tests;  Helicobacter Infections";13C-urea;urea (13C);EMEA/H/C/000151;no;Authorised;V04CX;no;no;no;no;no;no;no;7-05-1998;;Torbet Laboratories Ireland Limited;Diagnostic agents;;;28-07-2023;12;This medicinal product is for diagnostic use only.For in vivo diagnosis of gastroduodenal Helicobacter pylori (H. pylori) infection.;;;3-03-2017;4-12-2023;https://www.ema.europa.eu/en/medicines/human/EPAR/pylobactell
Human;Fulphila;Neutropenia;pegfilgrastim;pegfilgrastim;EMEA/H/C/004915;no;Authorised;L03AA13;no;no;yes;no;no;no;no;20-11-2018;;Biosimilar Collaborations Ireland Limited;Immunostimulants, ;;19-09-2018;30-11-2023;12;Reduction in the duration of neutropenia and the incidence of febrile neutropenia in adult patients treated with cytotoxic chemotherapy for malignancy (with the exception of chronic myeloid leukaemia and myelodysplastic syndromes).;;;21-09-2018;4-12-2023;https://www.ema.europa.eu/en/medicines/human/EPAR/fulphila-0
Human;Orladeyo;Angioedemas, Hereditary;berotralstat;berotralstat dihydrochloride;EMEA/H/C/005138;no;Authorised;B06AC;no;no;no;no;no;no;no;30-04-2021;;BioCryst Ireland Limited;Other hematological agents;;25-02-2021;13-12-2022;5;Orladeyo is indicated for routine prevention of recurrent attacks of hereditary angioedema (HAE) in adult and adolescent patients aged 12 years and older.;;;24-02-2021;1-12-2023;https://www.ema.europa.eu/en/medicines/human/EPAR/orladeyo
Human;Semglee;Diabetes Mellitus;insulin glargine;insulin glargine;EMEA/H/C/004280;no;Authorised;A10AE04;no;no;yes;no;no;no;no;23-03-2018;;Viatris Limited;Drugs used in diabetes;;25-01-2018;30-11-2023;10;Treatment of diabetes mellitus in adults, adolescents and children aged 2 years and above.;;;3-04-2018;1-12-2023;https://www.ema.europa.eu/en/medicines/human/EPAR/semglee
Human;Ogivri;"Stomach Neoplasms;  Breast Neoplasms";trastuzumab;trastuzumab;EMEA/H/C/004916;no;Authorised;L01XC03;no;no;yes;no;no;no;no;12-12-2018;;Biosimilar Collaborations Ireland Limited;Antineoplastic agents;;18-10-2018;30-11-2023;11;Breast cancerMetastatic breast cancerOgivri is indicated for the treatment of adult patients with HER2 positive metastatic breast cancer (MBC):as monotherapy for the treatment of those patients who have received at least two chemotherapy regimens for their metastatic disease. Prior chemotherapy must have included at least an anthracycline and a taxane unless patients are unsuitable for these treatments. Hormone receptor positive patients must also have failed hormonal therapy, unless patients are unsuitable for these treatmentsin combination with paclitaxel for the treatment of those patients who have not received chemotherapy for their metastatic disease and for whom an anthracycline is not suitablein combination with docetaxel for the treatment of those patients who have not received chemotherapy for their metastatic diseasein combination with an aromatase inhibitor for the treatment of postmenopausal patients with hormone-receptor positive MBC, not previously treated with trastuzumab.Early breast cancer                     Ogivri is indicated for the treatment of adult patients with HER2 positive early breast cancer (EBC):following surgery, chemotherapy (neoadjuvant or adjuvant) and radiotherapy (if applicable)following adjuvant chemotherapy with doxorubicin and cyclophosphamide, in combination with paclitaxel or docetaxelin combination with adjuvant chemotherapy consisting of docetaxel and carboplatin.in combination with neoadjuvant chemotherapy followed by adjuvant Ogivri therapy, for locally advanced (including inflammatory) disease or tumours > 2 cm in diameter.Ogivri should only be used in patients with metastatic or EBC whose tumours have either HER2 overexpression or HER2 gene amplification as determined by an accurate and validated assay.Metastatic gastric cancerOgivri in combination with capecitabine or 5-fluorouracil and cisplatin is indicated for the treatment of adult patients with HER2 positive metastatic adenocarcinoma of the stomach or gastroesophageal junction who have not received prior anti-cancer treatment for their metastatic disease.Ogivri should only be used in patients with metastatic gastric cancer (MGC) whose tumours have HER2 overexpression as defined by IHC2+ and a confirmatory SISH or FISH result, or by an IHC 3+ result. Accurate and validated assay methods should be used.;;;15-09-2017;1-12-2023;https://www.ema.europa.eu/en/medicines/human/EPAR/ogivri
Human;Kirsty (previously Kixelle);Diabetes Mellitus;insulin aspart;insulin aspart;EMEA/H/C/004965;no;Authorised;A10AB05;yes;no;yes;no;no;no;no;5-02-2021;;Biosimilar Collaborations Ireland Limited;Drugs used in diabetes;;10-12-2020;30-11-2023;4;Kirsty is indicated for treatment of diabetes mellitus in adults, adolescents and children aged 1 year and above.;;;16-03-2021;1-12-2023;https://www.ema.europa.eu/en/medicines/human/EPAR/kirsty-previously-kixelle
Human;Hulio;"Hidradenitis Suppurativa;  Psoriasis;  Uveitis;  Arthritis, Rheumatoid;  Spondylitis, Ankylosing;  Crohn Disease;  Colitis, Ulcerative;  Arthritis, Psoriatic";adalimumab;adalimumab;EMEA/H/C/004429;no;Authorised;L04AB04;no;no;yes;no;no;no;no;17-09-2018;;Biosimilar Collaborations Ireland Limited;Immunosuppressants, Tumor necrosis factor alpha (TNF-α) inhibitors;;;30-11-2023;16;;;;17-09-2018;1-12-2023;https://www.ema.europa.eu/en/medicines/human/EPAR/hulio
Human;Dovprela (previously Pretomanid FGK);Tuberculosis, Multidrug-Resistant;pretomanid;Pretomanid;EMEA/H/C/005167;no;Authorised;J04;yes;no;no;no;no;no;yes;31-07-2020;;Mylan IRE Healthcare Limited;Antimycobacterials;;26-03-2020;15-11-2023;9;Dovprela is indicated in combination with bedaquiline and linezolid, in adults, for the treatment of pulmonary extensively drug resistant (XDR), or treatment-intolerant or nonresponsive multidrug-resistant (MDR) tuberculosis (TB).Consideration should be given to official guidance on the appropriate use of antibacterial agents.;;;11-08-2020;1-12-2023;https://www.ema.europa.eu/en/medicines/human/EPAR/dovprela-previously-pretomanid-fgk
Human;Adcetris;"Lymphoma, Non-Hodgkin;  Hodgkin Disease";brentuximab vedotin;Brentuximab vedotin;EMEA/H/C/002455;no;Authorised;L01XC12;no;no;no;no;no;no;yes;25-10-2012;;Takeda Pharma A/S;Antineoplastic agents;;19-07-2012;12-10-2023;35;Hodgkin lymphomaAdcetris is indicated for adult patients with previously untreated CD30+ Stage IV Hodgkin lymphoma (HL) in combination with doxorubicin, vinblastine and dacarbazine (AVD).Adcetris is indicated for the treatment of adult patients with CD30+ HL at increased risk of relapse or progression following autologous stem cell transplant (ASCT).Adcetris is indicated for the treatment of adult patients with relapsed or refractory CD30+ Hodgkin lymphoma (HL):following ASCT, orfollowing at least two prior therapies when ASCT or multi-agent chemotherapy is not a treatment option.Systemic anaplastic large cell lymphomaAdcetris in combination with cyclophosphamide, doxorubicin and prednisone (CHP) is indicated for adult patients with previously untreated systemic anaplastic large cell lymphoma (sALCL).Adcetris is indicated for the treatment of adult patients with relapsed or refractory sALCL.Cutaneous T cell lymphomaAdcetris is indicated for the treatment of adult patients with CD30+ cutaneous T cell lymphoma (CTCL) after at least 1 prior systemic therapy.;;;25-07-2018;1-12-2023;https://www.ema.europa.eu/en/medicines/human/EPAR/adcetris
Human;Otezla;"Arthritis, Psoriatic;  Psoriasis";apremilast;apremilast;EMEA/H/C/003746;no;Authorised;L04AA32;no;no;no;no;no;no;no;15-01-2015;;Amgen Europe BV;Immunosuppressants;;;13-07-2022;21;Psoriatic arthritisOtezla, alone or in combination with Disease Modifying Antirheumatic Drugs (DMARDs), is indicated for the treatment of active psoriatic arthritis (PsA) in adult patients who have had an inadequate response or who have been intolerant to a prior DMARD therapy.PsoriasisOtezla is indicated for the treatment of moderate to severe chronic plaque psoriasis in adult patients who failed to respond to or who have a contraindication to, or are intolerant to other systemic therapy including cyclosporine, methotrexate or psoralen and ultraviolet-A light (PUVA).;;;2-08-2018;1-12-2023;https://www.ema.europa.eu/en/medicines/human/EPAR/otezla
Human;COVID-19 Vaccine (inactivated, adjuvanted) Valneva;COVID-19 virus infection;COVID-19 vaccine (inactivated, adjuvanted, adsorbed);COVID-19 vaccine (inactivated, adjuvanted, adsorbed);EMEA/H/C/006019;no;Withdrawn;J07BX03;no;no;no;no;no;no;no;24-06-2022;;Valneva Austria GmbH;Vaccines;;23-06-2022;12-10-2023;6;COVID-19 Vaccine (inactivated, adjuvanted) Valneva is indicated for active immunisation to prevent COVID-19 caused by SARS-CoV-2 in individuals 18 to 50 years of age. The use of this vaccine should be in accordance with official recommendations.;;;27-06-2022;1-12-2023;https://www.ema.europa.eu/en/medicines/human/EPAR/covid-19-vaccine-inactivated-adjuvanted-valneva
Human;Plavix;"Stroke;  Peripheral Vascular Diseases;  Atrial Fibrillation;  Myocardial Infarction;  Acute Coronary Syndrome";clopidogrel;clopidogrel hydrogen sulfate;EMEA/H/C/000174;no;Authorised;B01AC04;no;no;no;no;no;no;no;15-07-1998;;Sanofi Winthrop Industrie;Antithrombotic agents;;25-03-1998;5-07-2023;50;"Secondary prevention of atherothrombotic eventsClopidogrel is indicated in:adult patients suffering from myocardial infarction (from a few days until less than 35 days), ischaemic stroke (from seven days until less than six months) or established peripheral arterial disease;adult patients suffering from acute coronary syndrome:non-ST-segment-elevation acute coronary syndrome (unstable angina or non-Q-wave myocardial infarction), including patients undergoing a stent placement following percutaneous coronary intervention, in combination with acetylsalicylic acid (ASA);ST-segment-elevation acute myocardial infarction, in combination with ASA in patients undergoing percutaneous coronary intervention (including patients undergoing a stent replacement) or medically treated patients eligible for thrombolytic/fibrinolytic therapy.In patients with moderate to high-risk Transient Ischemic Attack (TIA) or minor Ischemic Stroke (IS)Clopidogrel in combination with ASA is indicated in:Adult patients with moderate to high-risk TIA (ABCD2  score ≥4) or minor IS (NIHSS  ≤3) within 24 hours of either the TIA or IS event.Prevention of atherothrombotic and thromboembolic events in atrial fibrillationIn adult patients with atrial fibrillation who have at least one risk factor for vascular events, are not suitable for treatment with vitamin-K antagonists and who have a low bleeding risk, clopidogrel is indicated in combination with ASA for the prevention of atherothrombotic and thromboembolic events, including stroke.";;;22-03-2018;1-12-2023;https://www.ema.europa.eu/en/medicines/human/EPAR/plavix
Human;Cialis;Erectile Dysfunction;tadalafil;tadalafil;EMEA/H/C/000436;no;Authorised;G04BE08;no;no;no;no;no;no;no;12-11-2002;;Eli Lilly Nederland B.V.;Urologicals;;25-07-2002;25-08-2023;32;Treatment of erectile dysfunction.In order for tadalafil to be effective, sexual stimulation is required.Cialis is not indicated for use by women.;;;23-03-2017;1-12-2023;https://www.ema.europa.eu/en/medicines/human/EPAR/cialis
Human;Ozawade;Sleep Apnea, Obstructive;pitolisant;pitolisant;EMEA/H/C/005117;no;Authorised;N07XX11;no;no;no;no;no;no;no;1-09-2021;;Bioprojet Pharma;Other nervous system drugs;;20-05-2021;27-11-2023;3;Ozawade is indicated to improve wakefulness and reduce excessive daytime sleepiness (EDS) in adult patients with obstructive sleep apnoea (OSA);;;20-05-2021;1-12-2023;https://www.ema.europa.eu/en/medicines/human/EPAR/ozawade
Human;Ocaliva;Liver Cirrhosis, Biliary;obeticholic acid;Obeticholic acid;EMEA/H/C/004093;no;Authorised;A05AA04;yes;no;no;yes;no;no;yes;12-12-2016;;ADVANZ PHARMA Limited;Bile and liver therapy;;13-10-2016;8-06-2023;17;Ocaliva is indicated for the treatment of primary biliary cholangitis (also known as primary biliary cirrhosis) in combination with ursodeoxycholic acid (UDCA) in adults with an inadequate response to UDCA or as monotherapy in adults unable to tolerate UDCA.;;;21-03-2018;30-11-2023;https://www.ema.europa.eu/en/medicines/human/EPAR/ocaliva
Human;Praluent;Dyslipidemias;alirocumab;Alirocumab;EMEA/H/C/003882;no;Authorised;C10AX14;no;no;no;no;no;no;no;23-09-2015;;Sanofi Winthrop Industrie;Lipid modifying agents;;23-07-2015;29-11-2023;21;Primary hypercholesterolaemia and mixed dyslipidaemiaPraluent is indicated in adults with primary hypercholesterolaemia (heterozygous familial and non-familial) or mixed dyslipidaemia, as an adjunct to diet:in combination with a statin or statin with other lipid lowering therapies in patients unable to reach LDL-C goals with the maximum tolerated dose of a statin or,alone or in combination with other lipid-lowering therapies in patients who are statin-intolerant, or for whom a statin is contraindicated.Established atherosclerotic cardiovascular disease Praluent is indicated in adults with established atherosclerotic cardiovascular disease to reduce cardiovascular risk by lowering LDL-C levels, as an adjunct to correction of other risk factors:in combination with the maximum tolerated dose of a statin with or without other lipid-lowering therapies or,alone or in combination with other lipid-lowering therapies in patients who are statin-intolerant, or for whom a statin is contraindicated.For study results with respect to effects on LDL-C, cardiovascular events and populations studied see section 5.1.;;;25-06-2018;30-11-2023;https://www.ema.europa.eu/en/medicines/human/EPAR/praluent
Human;Xelevia;Diabetes Mellitus, Type 2;sitagliptin;sitagliptin;EMEA/H/C/000762;no;Authorised;A10BH01;no;no;no;no;no;no;no;21-03-2007;;Merck Sharp & Dohme B.V.;Drugs used in diabetes;;24-01-2007;14-11-2023;39;"For adult patients with type-2 diabetes mellitus, Xelevia is indicated to improve glycaemic control:as monotherapy:in patients inadequately controlled by diet and exercise alone and for whom metformin is inappropriate due to contraindications or intolerance;as dual oral therapy in combination with:metformin when diet and exercise plus metformin alone do not provide adequate glycaemic control;a sulphonylurea when diet and exercise plus maximal tolerated dose of a sulphonylurea alone do not provide adequate glycaemic control and when metformin is inappropriate due to contraindications or intolerance;a peroxisome proliferator-activated receptor gamma (PPARγ) agonist (i.e. a thiazolidinedione) when use of a PPARγ agonist is appropriate and when diet and exercise plus the PPARγ agonist alone do not provide adequate glycaemic control;as triple oral therapy in combination with:a sulphonylurea and metformin when diet and exercise plus dual therapy with these medicinal products do not provide adequate glycaemic control;a PPARγ agonist and metformin when use of a PPARγ agonist is appropriate and when diet and exercise plus dual therapy with these medicinal products do not provide adequate glycaemic control.Xelevia is also indicated as add-on to insulin (with or without metformin) when diet and exercise plus stable dose of insulin do not provide adequate glycaemic control.";;;20-08-2018;30-11-2023;https://www.ema.europa.eu/en/medicines/human/EPAR/xelevia
Human;Rubraca;Ovarian Neoplasms;rucaparib;rucaparib camsylate;EMEA/H/C/004272;yes;Authorised;L01XX;yes;no;no;no;no;no;no;23-05-2018;;pharmaand GmbH;Antineoplastic agents;;6-11-2017;15-11-2023;15;Rubraca is indicated as monotherapy for the maintenance treatment of adult patients with advanced (FIGO Stages III and IV) high-grade epithelial ovarian, fallopian tube, or primary peritoneal cancer who are in response (complete or partial) following completion of first-line platinum-based chemotherapy.Rubraca is indicated as monotherapy for the maintenance treatment of adult patients with platinum-sensitive relapsed high-grade epithelial ovarian, fallopian tube, or primary peritoneal cancer who are in response (complete or partial) to platinum-based chemotherapy.;;;24-05-2018;30-11-2023;https://www.ema.europa.eu/en/medicines/human/EPAR/rubraca
Human;Kalydeco;Cystic Fibrosis;ivacaftor;ivacaftor;EMEA/H/C/002494;no;Authorised;R07AX02;no;no;no;no;no;yes;no;23-07-2012;;Vertex Pharmaceuticals (Ireland) Limited;Other respiratory system products;;24-05-2012;20-11-2023;38;Kalydeco tablets are indicated:As monotherapy for the treatment of adults, adolescents, and children aged 6 years and older and weighing 25 kg or more with cystic fibrosis (CF) who have an R117H CFTR mutation or one of the following gating (class III) mutations in the cystic fibrosis transmembrane conductance regulator (CFTR) gene: G551D, G1244E, G1349D, G178R, G551S, S1251N, S1255P, S549N or S549R (see sections 4.4 and 5.1).In a combination regimen with tezacaftor/ivacaftor tablets for the treatment of adults, adolescents, and children aged 6 years and older with cystic fibrosis (CF) who are homozygous for the F508del mutation or who are heterozygous for the F508del mutation and have one of the following mutations in the CFTR gene: P67L, R117C, L206W, R352Q, A455E, D579G, 711+3A→G, S945L, S977F, R1070W, D1152H, 2789+5G→A, 3272 26A→G, and 3849+10kbC→T.In a combination regimen with ivacaftor/tezacaftor/elexacaftor tablets for the treatment of adults, adolescents, and children aged 6 years and older with cystic fibrosis (CF) who have at least one F508del mutation in the CFTR gene (see section 5.1).Kalydeco granules are indicated for the treatment of infants aged at least 4 months, toddlers and children weighing 5 kg to less than 25 kg with cystic fibrosis (CF) who have an R117H CFTR mutation or one of the following gating (class III) mutations in the CFTR gene: G551D, G1244E, G1349D, G178R, G551S, S1251N, S1255P, S549N or S549R (see sections 4.4 and 5.1).In a combination regimen with ivacaftor/tezacaftor/elexacaftor for the treatment of cystic fibrosis (CF) in paediatric patients aged 2 to less than 6 years who have at least one F508del mutation in the CFTR gene.;;;8-09-2017;30-11-2023;https://www.ema.europa.eu/en/medicines/human/EPAR/kalydeco
Human;Inaqovi;Leukemia, Myeloid;cedazuridine, decitabine;cedazuridine, decitabine;EMEA/H/C/005823;no;Authorised;L01BC58;yes;no;no;no;no;no;no;15-09-2023;;Otsuka Pharmaceutical Netherlands B.V.;Antineoplastic agents;;20-07-2023;;;Inaqovi is indicated as monotherapy for the treatment of adult patients with newly diagnosed acute myeloid leukaemia (AML) who are ineligible for standard induction chemotherapy.;;;17-07-2023;30-11-2023;https://www.ema.europa.eu/en/medicines/human/EPAR/inaqovi
